---Action(ResourceType,ResourceKey,CultureCode,ResourceValue)   Action can either be InsertUpdate or Delete
"---If you need to comment out a line begin the line with at least two dashes ""--"""
---InsertUpdate|ResourceType|ResourceKey|CultureCode|ResourceValue
InsertUpdate|DiffuseSources|WATER_P_Agriculture.Methodology|en-GB|<p>The nutrient emissions are calculated by the of the JRC's GREEN model. The GREEN (Geospatial Regression Equation for European Nutrient losses) is based on a simplified conceptual approach distinguishing the different pathways in which nutrients reach surface waters. According to this approach, diffuse sources, including fertiliser applications (both mineral and organic forms), scattered dwelling, atmospheric deposition, are first reduced in the soil matrix and then once in the stream they undergo further reduction due to in-stream retention processes, while point sources, which include waste water treatment plants, industrial effluents and runoff from paved areas, reach directly the streams and are thus reduced only by the stream retention process.  <br />In the model, the driver behind the nutrient losses is the annual precipitation and the retention in water is linked to the river length. <br />In this project only the Nutrient emissions of agricultural sources are used: the fertilizer applications. The application of mineral fertiliser and manure varies considerably across <br />European regions according to the production system, crop types, climatic conditions and soil characteristics. A reasonable estimation of fertiliser application at European level should consider these spatial variations. <br />The methodology applied and data used is described by Fayçal Bouraoui, Bruna Grizzetti and Alberto Aloe in <a href='http://publications.jrc.ec.europa.eu/repository/bitstream/111111111/8130/1/eur_fatescenario_baseline.pdf'>Nutrient discharge from rivers to seas for year 2000</a> (JRC Scientific and Technical Reports). Further information can be found in <a href='http://fate.jrc.ec.europa.eu/rational/home'>FATE</a> website.</p>
InsertUpdate|DiffuseSources|WATER_P_Agriculture.SourceData|en-GB|<p>Nutrient-P emissions to surface water from agriculture for the year 2005 are based on data sets calculated by the JRC and described in <a href='http://publications.jrc.ec.europa.eu/repository/bitstream/111111111/8130/1/eur_fatescenario_baseline.pdf'>Nutrient discharge from rivers to seas for year 2000</a> (JRC Scientific and Technical Reports) and on CORINE land use data.</p><p><a href='http://www.eea.europa.eu/data-and-maps/data'>CORINE Land Cover data</a> (CLC2000, CLC2006 and CLCCH1990 for Switzerland) are merged in order to cover all EU27 and EFTA4 countries.</p>
InsertUpdate|DiffuseSources|WATER_N_Agriculture.TitleFull|en-GB|Nutrient-N emissions from agriculture, load to surface water (kg/ha surface water RBDSU) 
InsertUpdate|DiffuseSources|WATER_N_Agriculture.TitleShort|en-GB|Nutrient-N emissions from agriculture (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_N_Agriculture.GeneralInformation|en-GB|<p>The map shows Nutrient-N emissions to surface water from agriculture per River Basin District Subunit (RBDSU) level for the reference year 2005, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of Nutrient-N are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_N_Agriculture.Methodology|en-GB|<p>The nutrient emissions are calculated by the of the JRC's GREEN model. The GREEN (Geospatial Regression Equation for European Nutrient losses) is based on a simplified conceptual approach distinguishing the different pathways in which nutrients reach surface waters. According to this approach, diffuse sources, including fertiliser applications (both mineral and organic forms), scattered dwelling, atmospheric deposition, are first reduced in the soil matrix and then once in the stream they undergo further reduction due to in-stream retention processes, while point sources, which include waste water treatment plants, industrial effluents and runoff from paved areas, reach directly the streams and are thus reduced only by the stream retention process. <br />In the model, the driver behind the nutrient losses is the annual precipitation and the retention in water is linked to the river length. <br />In this project only the Nutrient emissions of agricultural sources are used: the fertilizer applications. The application of mineral fertiliser and manure varies considerably across <br />European regions according to the production system, crop types, climatic conditions and soil characteristics. A reasonable estimation of fertiliser application at European level should consider these spatial variations. <br />The methodology applied and data used is described by Fayçal Bouraoui, Bruna Grizzetti and Alberto Aloe in <a href='http://publications.jrc.ec.europa.eu/repository/bitstream/111111111/8130/1/eur_fatescenario_baseline.pdf'>Nutrient discharge from rivers to seas for year 2000</a> (JRC Scientific and Technical Reports). For further information please visit the <a href='http://fate.jrc.ec.europa.eu/rational/home'>FATE</a> website.</p>
InsertUpdate|DiffuseSources|WATER_N_Agriculture.SourceData|en-GB|<p>Nutrient-N emissions to surface water from agriculture for the year 2005 are based on data sets calculated by the JRC and described in <a href='http://publications.jrc.ec.europa.eu/repository/bitstream/111111111/8130/1/eur_fatescenario_baseline.pdf'>Nutrient discharge from rivers to seas for year 2000</a> (JRC Scientific and Technical Reports). </p>
InsertUpdate|DiffuseSources|WATER_CD_Transport.TitleFull|en-GB|Cadmium emissions from road transport, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_CD_Transport.TitleShort|en-GB|Cadmium emissions from road transport (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_CD_Transport.GeneralInformation|en-GB|<p>The map shows the cadmium emissions to surface water from road transport per RBDSU for the year 2005, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of cadmium are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_CD_Transport.Methodology|en-GB|<p>Emissions of cadmium to surface water from road transport were spatially allocated to the RBDSU level according to the data modelled by <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>, due to the road network derived from the TRANS-TOOLS model and GISCO data set. The traffic density information was derived also from the TRANS-TOOLS model runs. The split into highway, rural and urban activities have been derived from the <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a> model. The emissions were allocated to the RBDSU spatial level using GIS visualization techniques. <br />The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated in the calculated emissions to surface water, see the section 'Activity rates' for an explanation. Emissions are calculated by multiplying an activity rate (AR), in the case of road traffic the mileages on roads in European Union (EU27) member states, by an emission factor (EF), expressed in emission per AR unit. The calculation method is shown in the formula below:<br />Es = AR * EF * pathway<br />Where: <ul><li>Es = Emission of substance (pollutant)s to compartments (soil, surface water and sewers)</li><li>AR = Activity Rate, in this case the traffic performance (distance covered on the EU road network in 106 km)</li><li>EF= Emission Factor (kg/106 km)</li><li>Pathway = Percentage of the emission allocated to compartment x</li></ul>The emission calculated in this way is referred to as the total emission. A specific proportion of this total emission ends up in surface water: This is defined as the net emission to the surface water.  </p>
InsertUpdate|DiffuseSources|WATER_CD_Transport.SourceData|en-GB|<p>These sources include tyre wear, brake wear and engine oil leaks and cause emissions of heavy metals and polycyclic aromatic hydrocarbons (PAHs).</p>
InsertUpdate|DiffuseSources|WATER_PB_Transport.TitleFull|en-GB|Lead emissions from road transport, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_PB_Transport.TitleShort|en-GB|Lead emissions from road transport (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_PB_Transport.GeneralInformation|en-GB|<p>The map shows the lead emissions to surface water from road transport per RBDSU for the year 2005, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of lead are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_PB_Transport.Methodology|en-GB|<p>Emissions of lead to surface water from road transport were spatially allocated to the RBDSU level according to the data modelled by <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>, due to the road network derived from the TRANS-TOOLS model and GISCO data set. The traffic density information was derived also from the TRANS-TOOLS model runs. The split into highway, rural and urban activities have been derived from the <a href='http://www.tremove.org/model/index.htm'>TREMOVE model</a>. The emissions were allocated to the RBDSU spatial level using GIS visualization techniques. <br /> The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated in the calculated emissions to surface water, see the section 'Activity rates' for an explanation. Emissions are calculated by multiplying an activity rate (AR), in the case of road traffic the mileages on roads in European Union (EU27) member states, by an emission factor (EF), expressed in emission per AR unit. The calculation method is shown in the formula below: <br />Es = AR * EF * pathway<br />Where: <ul><li>Es = Emission of substance (pollutant) s to compartments (soil, surface water and sewers)</li><il>AR = Activity Rate, in this case the traffic performance (distance covered on the EU road network in 106 km)</li><li>EF= Emission Factor (kg/106 km)</li><li>Pathway = Percentage of the emission allocated to compartment x</li></ul>The emission calculated in this way is referred to as the total emission. A specific proportion of this total emission ends up in surface water: This is defined as the net emission to the surface water.</p>
InsertUpdate|DiffuseSources|WATER_PB_Transport.SourceData|en-GB|<p>These sources include tyre wear, brake wear and engine oil leaks and cause emissions of heavy metals and polycyclic aromatic hydrocarbons (PAHs).</p>
InsertUpdate|DiffuseSources|WATER_NI_Transport.TitleFull|en-GB|Nickel emissions from road transport, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_NI_Transport.TitleShort|en-GB|Nickel emissions from road transport (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_NI_Transport.GeneralInformation|en-GB|<p>The map shows the nickel emissions to surface water from road transport per RBDSU for the year 2005, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of nickel are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_NI_Transport.Methodology|en-GB|<p>Emissions of nickel to surface water from road transport were spatially allocated to the RBDSU level according to the data modelled by <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>, due to the road network derived from the TRANS-TOOLS model and GISCO data set. The traffic density information was derived also from the TRANS-TOOLS model runs. The split into highway, rural and urban activities have been derived from the <a href='http://www.tremove.org/model/index.htm'>TREMOVE model</a>. The emissions were allocated to the RBDSU spatial level using GIS visualization techniques. <br /> The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated in the calculated emissions to surface water, see the section 'Activity rates' for an explanation. Emissions are calculated by multiplying an activity rate (AR), in the case of road traffic the mileages on roads in European Union (EU27) member states, by an emission factor (EF), expressed in emission per AR unit. The calculation method is shown in the formula below: <br />Es = AR * EF * pathway<br />Where: <ul><li>Es = Emission of substance (pollutant) s to compartments (soil, surface water and sewers)</li><il>AR = Activity Rate, in this case the traffic performance (distance covered on the EU road network in 106 km)</li><li>EF= Emission Factor (kg/106 km)</li><li>Pathway = Percentage of the emission allocated to compartment x</li></ul>The emission calculated in this way is referred to as the total emission. A specific proportion of this total emission ends up in surface water: This is defined as the net emission to the surface water.</p>
InsertUpdate|DiffuseSources|WATER_NI_Transport.SourceData|en-GB|<p>These sources include tyre wear, brake wear and engine oil leaks and cause emissions of heavy metals and polycyclic aromatic hydrocarbons (PAHs).</p>
InsertUpdate|DiffuseSources|WATER_ANTHRACENE_Transport.TitleFull|en-GB|Nickel emissions from road transport, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_ANTHRACENE_Transport.TitleShort|en-GB|Anthracene emissions from road transport (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_ANTHRACENE_Transport.GeneralInformation|en-GB|<p>The map shows the anthracene emissions to surface water from road transport per RBDSU for the year 2005, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of anthracene are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_ANTHRACENE_Transport.Methodology|en-GB|<p>Emissions of anthracene to surface water from road transport were spatially allocated to the RBDSU level according to the data modelled by <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>, due to the road network derived from the TRANS-TOOLS model and GISCO data set. The traffic density information was derived also from the TRANS-TOOLS model runs. The split into highway, rural and urban activities have been derived from the <a href='http://www.tremove.org/model/index.htm'>TREMOVE model</a>. The emissions were allocated to the RBDSU spatial level using GIS visualization techniques. <br /> The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated in the calculated emissions to surface water, see the section 'Activity rates' for an explanation. Emissions are calculated by multiplying an activity rate (AR), in the case of road traffic the mileages on roads in European Union (EU27) member states, by an emission factor (EF), expressed in emission per AR unit. The calculation method is shown in the formula below: <br />Es = AR * EF * pathway<br />Where: <ul><li>Es = Emission of substance (pollutant) s to compartments (soil, surface water and sewers)</li><il>AR = Activity Rate, in this case the traffic performance (distance covered on the EU road network in 106 km)</li><li>EF= Emission Factor (kg/106 km)</li><li>Pathway = Percentage of the emission allocated to compartment x</li></ul>The emission calculated in this way is referred to as the total emission. A specific proportion of this total emission ends up in surface water: This is defined as the net emission to the surface water.</p>
InsertUpdate|DiffuseSources|WATER_ANTHRACENE_Transport.SourceData|en-GB|<p>The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated. Anthracene emission loads to surface water from road transport data are national totals calculated for the NFR09 sources 1 A 3 b i Passenger cars, 1 A 3 b ii Light duty vehicles, 1 A 3 b iii Heavy duty vehicles, 1 A 3 b iv Mopeds & Motorcycles for the year 2005. </p><p>The calculated national emission data are based on <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a> activity rates and emission factor data extracted from the <a href='http://www.emissieregistratie.nl/erpubliek/bumper.nl.aspx'>2008 PRTR Netherlands</a>. Since the transport sector emissions are not included in the E-PRTR regulation reporting requirements, all emissions released are assumed to be from diffuse sources.</p><p>The methodology applied and data used is described in detail in the sector specific factsheet.</p><p>Activity data derived using transport models </p><p><a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>: road type and pollutant specific split factors </p><p><a href='http://energy.jrc.ec.europa.eu/transtools/'>TRANS-TOOLS</a>: road network and traffic density data</p><h4>Road network</h4><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/geodata/reference'>Eurostat, GISCO</a>: Road network from EuroRegional Map v31: Transport (TRANS)</p><h4>Population data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data/population-density-disaggregated-with-corine-land-cover-2000-2'>JRC Population density disaggregated with Corine land cover 2000 and 2006</a>:  European Population Density Map 2000 and 2006</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/'>EUROSTAT GISCO</a> - Statistical information on population data per commune (LAU2 level) for Switzerland (publicly not available).</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/Population Distribution - Demography'>EUROSTAT GISCO</a> - Degree of Urbanization </p>
InsertUpdate|DiffuseSources|WATER_FLUORANTHENE_Transport.TitleFull|en-GB|Fluoranthene emissions from road transport, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_FLUORANTHENE_Transport.TitleShort|en-GB|Fluoranthene emissions from road transport (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_FLUORANTHENE_Transport.GeneralInformation|en-GB|<p>The map shows the fluoranthene emissions to surface water from road transport per RBDSU for the year 2005, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of fluoranthene are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_FLUORANTHENE_Transport.Methodology|en-GB|<p>Emissions of fluoranthene to surface water from road transport were spatially allocated to the RBDSU level according to the data modelled by <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>, due to the road network derived from the TRANS-TOOLS model and GISCO data set. The traffic density information was derived also from the TRANS-TOOLS model runs. The split into highway, rural and urban activities have been derived from the <a href='http://www.tremove.org/model/index.htm'>TREMOVE model</a>. The emissions were allocated to the RBDSU spatial level using GIS visualization techniques. <br /> The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated in the calculated emissions to surface water, see the section 'Activity rates' for an explanation. Emissions are calculated by multiplying an activity rate (AR), in the case of road traffic the mileages on roads in European Union (EU27) member states, by an emission factor (EF), expressed in emission per AR unit. The calculation method is shown in the formula below: <br />Es = AR * EF * pathway<br />Where: <ul><li>Es = Emission of substance (pollutant) s to compartments (soil, surface water and sewers)</li><il>AR = Activity Rate, in this case the traffic performance (distance covered on the EU road network in 106 km)</li><li>EF= Emission Factor (kg/106 km)</li><li>Pathway = Percentage of the emission allocated to compartment x</li></ul>The emission calculated in this way is referred to as the total emission. A specific proportion of this total emission ends up in surface water: This is defined as the net emission to the surface water.</p>
InsertUpdate|DiffuseSources|WATER_FLUORANTHENE_Transport.SourceData|en-GB|<p>The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated. Fluoranthene emission loads to surface water from road transport data are national totals calculated for the NFR09 sources 1 A 3 b i Passenger cars, 1 A 3 b ii Light duty vehicles, 1 A 3 b iii Heavy duty vehicles, 1 A 3 b iv Mopeds & Motorcycles for the year 2005. </p><p>The calculated national emission data are based on <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a> activity rates and emission factor data extracted from the <a href='http://www.emissieregistratie.nl/erpubliek/bumper.nl.aspx'>2008 PRTR Netherlands</a>. Since the transport sector emissions are not included in the E-PRTR regulation reporting requirements, all emissions released are assumed to be from diffuse sources.</p><p>The methodology applied and data used is described in detail in the sector specific factsheet.</p><p>Activity data derived using transport models </p><p><a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>: road type and pollutant specific split factors </p><p><a href='http://energy.jrc.ec.europa.eu/transtools/'>TRANS-TOOLS</a>: road network and traffic density data</p><h4>Road network</h4><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/geodata/reference'>Eurostat, GISCO</a>: Road network from EuroRegional Map v31: Transport (TRANS)</p><h4>Population data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data/population-density-disaggregated-with-corine-land-cover-2000-2'>JRC Population density disaggregated with Corine land cover 2000 and 2006</a>:  European Population Density Map 2000 and 2006</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/'>EUROSTAT GISCO</a> - Statistical information on population data per commune (LAU2 level) for Switzerland (publicly not available).</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/Population Distribution - Demography'>EUROSTAT GISCO</a> - Degree of Urbanization </p>
InsertUpdate|DiffuseSources|WATER_CO_Transport.TitleFull|en-GB|Copper emissions from road transport, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_CO_Transport.TitleShort|en-GB|Copper emissions from road transport (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_CO_Transport.GeneralInformation|en-GB|<p>The map shows the copper emissions to surface water from road transport per RBDSU for the year 2005, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of copper are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_CO_Transport.Methodology|en-GB|<p>Emissions of copper to surface water from road transport were spatially allocated to the RBDSU level according to the data modelled by <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>, due to the road network derived from the TRANS-TOOLS model and GISCO data set. The traffic density information was derived also from the TRANS-TOOLS model runs. The split into highway, rural and urban activities have been derived from the <a href='http://www.tremove.org/model/index.htm'>TREMOVE model</a>. The emissions were allocated to the RBDSU spatial level using GIS visualization techniques. <br /> The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated in the calculated emissions to surface water, see the section 'Activity rates' for an explanation. Emissions are calculated by multiplying an activity rate (AR), in the case of road traffic the mileages on roads in European Union (EU27) member states, by an emission factor (EF), expressed in emission per AR unit. The calculation method is shown in the formula below: <br />Es = AR * EF * pathway<br />Where: <ul><li>Es = Emission of substance (pollutant) s to compartments (soil, surface water and sewers)</li><il>AR = Activity Rate, in this case the traffic performance (distance covered on the EU road network in 106 km)</li><li>EF= Emission Factor (kg/106 km)</li><li>Pathway = Percentage of the emission allocated to compartment x</li></ul>The emission calculated in this way is referred to as the total emission. A specific proportion of this total emission ends up in surface water: This is defined as the net emission to the surface water.</p>
InsertUpdate|DiffuseSources|WATER_CO_Transport.SourceData|en-GB|<p>The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated. Copper emission loads to surface water from road transport data are national totals calculated for the NFR09 sources 1 A 3 b i Passenger cars, 1 A 3 b ii Light duty vehicles, 1 A 3 b iii Heavy duty vehicles, 1 A 3 b iv Mopeds & Motorcycles for the year 2005. </p><p>The calculated national emission data are based on <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a> activity rates and emission factor data extracted from the <a href='http://www.emissieregistratie.nl/erpubliek/bumper.nl.aspx'>2008 PRTR Netherlands</a>. Since the transport sector emissions are not included in the E-PRTR regulation reporting requirements, all emissions released are assumed to be from diffuse sources.</p><p>The methodology applied and data used is described in detail in the sector specific factsheet.</p><p>Activity data derived using transport models </p><p><a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>: road type and pollutant specific split factors </p><p><a href='http://energy.jrc.ec.europa.eu/transtools/'>TRANS-TOOLS</a>: road network and traffic density data</p><h4>Road network</h4><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/geodata/reference'>Eurostat, GISCO</a>: Road network from EuroRegional Map v31: Transport (TRANS)</p><h4>Population data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data/population-density-disaggregated-with-corine-land-cover-2000-2'>JRC Population density disaggregated with Corine land cover 2000 and 2006</a>:  European Population Density Map 2000 and 2006</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/'>EUROSTAT GISCO</a> - Statistical information on population data per commune (LAU2 level) for Switzerland (publicly not available).</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/Population Distribution - Demography'>EUROSTAT GISCO</a> - Degree of Urbanization </p>
InsertUpdate|DiffuseSources|WATER_ZN_Transport.TitleFull|en-GB|Zinc emissions from road transport, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_ZN_Transport.TitleShort|en-GB|Zinc emissions from road transport (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_ZN_Transport.GeneralInformation|en-GB|<p>The map shows the zinc emissions to surface water from road transport per RBDSU for the year 2005, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of zinc are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_ZN_Transport.Methodology|en-GB|<p>Emissions of zinc to surface water from road transport were spatially allocated to the RBDSU level according to the data modelled by <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>, due to the road network derived from the TRANS-TOOLS model and GISCO data set. The traffic density information was derived also from the TRANS-TOOLS model runs. The split into highway, rural and urban activities have been derived from the <a href='http://www.tremove.org/model/index.htm'>TREMOVE model</a>. The emissions were allocated to the RBDSU spatial level using GIS visualization techniques. <br /> The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated in the calculated emissions to surface water, see the section 'Activity rates' for an explanation. Emissions are calculated by multiplying an activity rate (AR), in the case of road traffic the mileages on roads in European Union (EU27) member states, by an emission factor (EF), expressed in emission per AR unit. The calculation method is shown in the formula below: <br />Es = AR * EF * pathway<br />Where: <ul><li>Es = Emission of substance (pollutant) s to compartments (soil, surface water and sewers)</li><il>AR = Activity Rate, in this case the traffic performance (distance covered on the EU road network in 106 km)</li><li>EF= Emission Factor (kg/106 km)</li><li>Pathway = Percentage of the emission allocated to compartment x</li></ul>The emission calculated in this way is referred to as the total emission. A specific proportion of this total emission ends up in surface water: This is defined as the net emission to the surface water.</p>
InsertUpdate|DiffuseSources|WATER_ZN_Transport.SourceData|en-GB|<p>The emissions are calculated separately for various vehicle categories (light and heavy) and road types (urban, rural and highways). Pollutants emitted on urban roads are not incorporated. Zinc emission loads to surface water from road transport data are national totals calculated for the NFR09 sources 1 A 3 b i Passenger cars, 1 A 3 b ii Light duty vehicles, 1 A 3 b iii Heavy duty vehicles, 1 A 3 b iv Mopeds & Motorcycles for the year 2005. </p><p>The calculated national emission data are based on <a href='http://www.tremove.org/model/index.htm'>TREMOVE</a> activity rates and emission factor data extracted from the <a href='http://www.emissieregistratie.nl/erpubliek/bumper.nl.aspx'>2008 PRTR Netherlands</a>. Since the transport sector emissions are not included in the E-PRTR regulation reporting requirements, all emissions released are assumed to be from diffuse sources.</p><p>The methodology applied and data used is described in detail in the sector specific factsheet.</p><p>Activity data derived using transport models </p><p><a href='http://www.tremove.org/model/index.htm'>TREMOVE</a>: road type and pollutant specific split factors </p><p><a href='http://energy.jrc.ec.europa.eu/transtools/'>TRANS-TOOLS</a>: road network and traffic density data</p><h4>Road network</h4><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/geodata/reference'>Eurostat, GISCO</a>: Road network from EuroRegional Map v31: Transport (TRANS)</p><h4>Population data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data/population-density-disaggregated-with-corine-land-cover-2000-2'>JRC Population density disaggregated with Corine land cover 2000 and 2006</a>:  European Population Density Map 2000 and 2006</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/'>EUROSTAT GISCO</a> - Statistical information on population data per commune (LAU2 level) for Switzerland (publicly not available).</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/Population Distribution - Demography'>EUROSTAT GISCO</a> - Degree of Urbanization </p>
InsertUpdate|DiffuseSources|WATER_TOC_UWWTP.TitleFull|en-GB|TOC emissions from UWWTPs not in E-PRTR, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_TOC_UWWTP.TitleShort|en-GB|TOC emissions from road transport (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_TOC_UWWTP.GeneralInformation|en-GB|<p>The map shows TOC emissions to surface water from UWWTPs per River Basin District Subunit (RBDSU) level for the reference year 2010, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of TOC are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_TOC_UWWTP.Methodology|en-GB|<p>The effluents of the UWWTPs are calculated separately for the individual UWWTP. Emission are calculated by multiplying an activity rate (AR), in this case the load entering a UWWTP (p.e.), by an emission factor (EF), expressed in the load per substance per UWWTP. </p><br />Es = (ARa * EF) <br />Where: <br />Es = Load of substance to surface water per UWWTP sum(ARa) = Activity rate, the load entering a UWWTP (p.e.) <br />EF = Emission factor (kilogram per substance/p.e.) <p>Per River Basin District the effluents of the UWWTPs in the district will be summarized per substance. Loads reported to E-PRTR are not calculated again. Only the not reported loads will be calculated. <br />Diffuse emissions of TOC to surface water from UWWTP were spatially allocated to the RBDSU level according to the Waterbase - UWWTD: Urban Waste Water Treatment Directive, and to the E-PRTR, using the geographical location of the emission sources, population statistics, and land use information. The emissions were allocated to the RBDSU spatial level using GIS visualization techniques.</p>
InsertUpdate|DiffuseSources|WATER_TOC_UWWTP.SourceData|en-GB|<h4>Emissions data</h4><p>TOC emissions to surface water from UWWTPs for the year 2010 are based on data sets officially reported to the EU for the UWWTD. To select the UWWTPs which are used to calculate the loads to surface water, a few steps are taken, which are described in detail in the in a source sector specific fact sheet. </p><h4>Population data</h4><p>Population statistics from <a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/eurostat/home/'>EUROSTAT for the year 2008. </p><h4>Facility data</h4><p><a href=''>Waterbase - UWWTD: Urban Waste Water Treatment Directive</a> data base for the reporting year 2010.</p><h4>Land use data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data'>CORINE Land Cover data</a> (<a href='..\\\\..00_Example_Map_Description_EPRTR_AIR_Diffuse\\\\shipping\\\\51eb60177a093293c7751a0006117203'>CLC<sub>2006</sub></a>, <a href='..\\\\..\\\\00_Example_Map_Description_EPRTR_AIR_Diffuse\\\\shipping\\\\4d6428fbdb7f3041963b1fb365a5fbdb'>CLC<sub>2000</sub></a> and <a href='http://www.bfs.admin.ch/bfs/portal/de/index/dienstleistungen/geostat/datenbeschreibung/corine_land_cover.parsys.0003.downloadList.34866.DownloadFile.tmp/clcbn85.zip'>CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries and to calculate the surface water areas by RBDSU. </p>
