---Action(ResourceType,ResourceKey,CultureCode,ResourceValue)   Action can either be InsertUpdate or Delete
"---If you need to comment out a line begin the line with at least two dashes ""--"""
---InsertUpdate|ResourceType|ResourceKey|CultureCode|ResourceValue
InsertUpdate|DiffuseSources|AIR_PM10_DomesticShipping.TitleFull|en-GB|Particulate matter (PM10) emissions from domestic shipping (in tonnes per grid cell)
InsertUpdate|DiffuseSources|AIR_PM10_DomesticShipping.TitleShort|en-GB|PM10 emissions from domestic shipping, t/grid
InsertUpdate|DiffuseSources|AIR_PM10_IndustrialReleases.GeneralInformation|en-GB|<p>The map shows the particulate matter (PM10) emissions to air from diffuse industrial releases of the EU27 and EFTA4 countries per 5x5 km<sup>2</sup> grid cell for the reference year 2008, available in 2010. Diffuse emissions of particulate matter (PM10) are expressed in tonnes per grid cell.</p>
InsertUpdate|DiffuseSources|AIR_PM10_IndustrialReleases.Methodology|en-GB|<h4>Geographic Information System (GIS) overlay</h4><p>Diffuse emissions of particulate matter (PM10) to air from industrial releases have been distributed according to the reporting of the countries to the Convention on Long-Range Transport of Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>), and to the E-PRTR, using the location of the emission sources, employment statistics, and land use information. The emissions are allocated using GIS overlay techniques for distribution into grid cells with a spatial resolution of 5x5km&sup2;.The dataset is then transformed into vector polygons and projected into the E-PRTR WGS84 standard projection.</p><h4>Comparability</h4><p>Considerable spatial variation is apparent. The main reason for the difference is:</p><ul><li>The spatial pattern of emissions is dependent on distribution of industrial sources across Europe, their spatial density and the level of their activities</li><li>The spatial variation is linked to the allocation of population per activity branch on a regional level</li></ul>
InsertUpdate|DiffuseSources|AIR_PM10_IndustrialReleases.SourceData|en-GB|<h4>Emissions data</h4><p>Diffuse Particulate matter (PM<sub>10</sub>) emissions to air from industrial releases (industrial and energy processes, waste and wastewater management) for the year 2008 are based on data sets officially reported as national emission totals by countries to the Convention on Long-range Transboundary Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>) including diffuse and non-diffuse emissions, and on the data reported to the E-PRTR data base. A subtraction method (CLRTAP data minus E-PRTR data) is applied to identify and quantify the diffuse part of the industrial emissions.</p><h4>Employment data</h4><p><a href='http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=sbs_r_nuts03&amp;lang=en' >Employment statistic data from EUROSTAT</a> for 2008 (economically active employees distinguished by activity branch)</p><h4>Facility data</h4><p><a href='http://prtr.ec.europa.eu/' >European Pollutant Release and Transfer Register (E-PRTR)</a> data base for the reporting years 2007 and 2008</p><h4>Land use data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data' >CORINE Land Cover data</a> (<a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2006-raster' >CLC<sub>2006</sub></a>, <a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2000-clc2000-seamless-vector-database-2' >CLC<sub>2000</sub></a> and <a href='http://www.bfs.admin.ch/bfs/portal/de/index/dienstleistungen/geostat/datenbeschreibung/corine_land_cover.parsys.0003.downloadList.34866.DownloadFile.tmp/clcbn85.zip' >CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries. Location data for diffuse emissions released by industrial activities, not covered by the E-PRTR Regulation, are derived using CORINE Land Cover data classes &ldquo;1.2.1. Industrial or commercial units&rdquo;, &ldquo;1.1.1 Continuous urban fabric&rdquo;, &ldquo;1.1.2 Discontinuous urban fabric&rdquo;, and &ldquo;1.2.1 Industrial or commercial units&rdquo;.</p><p>&nbsp;</p><p>A technical overview of the spatial distribution and mapping process performed is available <a href='http://147.67.243.36/Public/irc/env/e_prtr/library?l=/prtr_expert_meeting_2/02-industrial_releasesdo/_EN_1.0_&amp;a=i' >here</a>.</p><p>&nbsp;</p>
InsertUpdate|DiffuseSources|AIR_PM10_IndustrialReleases.TitleFull|en-GB|Particulate matter (PM10) emissions from diffuse industrial releases (in tonnes per grid cell)
InsertUpdate|DiffuseSources|AIR_PM10_IndustrialReleases.TitleShort|en-GB|PM10 emissions from diffuse industrial releases, t/grid 
InsertUpdate|DiffuseSources|AIR_PM10_InternationalShipping.GeneralInformation|en-GB|<p>The map shows the diffuse emissions of particulate matter (PM10) to air from international shipping of the EU27 and EFTA4 countries per 5x5 km<sup>2</sup> grid cell for the reference year 2008, available in 2010. Diffuse emissions of particulate matter (PM10) are expressed in tonnes per grid cell.</p>
InsertUpdate|DiffuseSources|AIR_PM10_InternationalShipping.Methodology|en-GB|<h4>Geographic Information System (GIS) overlay</h4><p>Emissions of particulate matter (PM10) to air from international shipping are distributed according to the data reporting of the countries to the Convention on Long-Range Transport of Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>), using the location of the harbours (GISCO), land use information (CORINE), information on the spatial pattern of coastal, international shipping routes and on navigable inland waterways. The emissions are allocated using GIS overlay techniques for distribution into grid cells with a spatial resolution of 5x5km&sup2;. The dataset is then transformed into vector polygons and projected into the E-PRTR WGS84 standard projection.</p><h4>Comparability</h4><p>Considerable spatial variation is apparent. The main reason for the difference is:</p><ul><li>The spatial pattern of emissions is dependent on the international navigation route and/or on inland water ways and the spatial density of vessel traffic</li></ul>
InsertUpdate|DiffuseSources|AIR_PM10_InternationalShipping.SourceData|en-GB|<h4>Emissions data</h4><p>Emission data used are national totals including releases from international maritime navigation (NFR 1A3di(i)) and international inland waterways, (NRF 1A3di(ii)), into air for the year 2008. These&nbsp; are based on data sets officially reported as national emission totals by countries to the Convention on Long-range Transboundary Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>). Emissions data used for gridding procedure of PM10 are national totals from CLRTAP Nomenclature For Reporting (NFR). All international shipping emissions are considered as diffuse releases in the E-PRTR Register.&nbsp;</p><h4>Administrative boundaries data</h4><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/administrative_units_statistical_units_1' >EUROSTAT GISCO<strong> </strong>Administrative units and Statistical units</a>: <strong>&nbsp;</strong>Country boundaries and boundaries of administrative units (NUTS3)</p><h4>Activity data of international shipping</h4><p><a href='http://coast.cms.udel.edu/GlobalShipEmissions/' >Global Ship Emissions Proxies</a> from <a href='http://pubs.acs.org/doi/abs/10.1021/es0700799' >Wang et al. 2008</a> <br /><a href='http://energy.jrc.ec.europa.eu/transtools/' >TRANS-TOOLS</a> river network traffic volume data <br /><a href='http://www.vnf.fr/vnf/img/cms/Tourisme_et_domaine/carte_france_europe_transport_deux_mille_onze_201101041502.pdf' >Voies Navigables d'Europe&nbsp;(VNE)</a> information on accessibility of inland waterways</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/geodata/reference' >Eurostat, GISCO</a>: Watercourses from EuroRegional Map v30: Hydrography (HYDRO)</p><p>&nbsp;</p>
InsertUpdate|DiffuseSources|AIR_PM10_InternationalShipping.TitleFull|en-GB|Particulate matter (PM10) emissions from international shipping (in tonnes per grid cell)
InsertUpdate|DiffuseSources|AIR_PM10_InternationalShipping.TitleShort|en-GB|PM10 emissions from international shipping, t/grid
InsertUpdate|DiffuseSources|AIR_PM10_NonIndustrialCombustion.GeneralInformation|en-GB|<p>The map shows the particulate matter (PM10) emissions to air from non-industrial combustion plants of the EU27 and EFTA4 countries per 5x5 km<sup>2</sup> grid cell for the reference year 2008, available in 2010. Diffuse emissions of particulate matter (PM10) are expressed in tonnes per grid cell.</p>
InsertUpdate|DiffuseSources|AIR_PM10_NonIndustrialCombustion.Methodology|en-GB|<h4>Geographic Information System (GIS) overlay</h4><p>Emissions of particulate matter (PM10) to air from non-industrial combustion plants &nbsp;are distributed according to the reporting of the countries to the Convention on Long-Range Transport of Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>), using employees statistic (EUROSTAT), population density geo data (GISCO), EU population density grid (Join Research Centres), and land use information. The emissions are allocated using GIS overlay techniques for distribution into grid cells with a spatial resolution of 5x5km&sup2;. The dataset is then transformed into vector polygons and projected into the E-PRTR WGS84 standard projection.</p><h4>Comparability</h4><p>Considerable spatial variation is apparent. The main reasons for the differences are: <strong></strong></p><ul><li>The spatial pattern of emissions is dependent on diverse &nbsp;horizontal distribution of the sources across Europe (employee and population density, on the different use of fuel type in urban and rural areas)</li></ul>
InsertUpdate|DiffuseSources|AIR_PM10_NonIndustrialCombustion.SourceData|en-GB|<h4>Emissions data</h4><p>Emission data used are national totals including releases from commercial, institutional (NFR 1A4ai) and residential stationary plants (NFR 1A4bi) from non-industrial combustion plants for the year 2008. These are based on data sets officially reported as national emission totals by countries to the Convention on Long-range Transboundary Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>). All emissions from non-industrial combustion sector emissions are considered as diffuse emission sources in the E-PRTR Register. Employment data</p><p><a href='http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=lfst_r_lfp3pop&amp;lang=en ' >Employment statistic data from EUROSTAT</a> for 2008 (economically active employees)</p><h4>Population data</h4><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/' >EUROSTAT GISCO</a> - Statistical information on population data per administrative units (NUTS3 level) for Switzerland, (publicly not available).</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/Population%20Distribution%20-%20Demography' >EUROSTAT GISCO</a> - Degree of Urbanisation</p><p><a href='http://www.eea.europa.eu/data-and-maps/data/population-density-disaggregated-with-corine-land-cover-2000-2' >JRC Population density disaggregated with Corine land cover 2000 and 2006: </a>&nbsp;European Population Density Map 2000 and 2006 with a spatial resolution 100x100 m.</p><h4>Land use data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data' >CORINE Land Cover data</a> (<a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2006-raster' >CLC<sub>2006</sub></a>, <a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2000-raster' >CLC<sub>2000</sub></a> and <a href='http://www.eea.europa.eu/data-and-maps/figures/geographic-view-of-corine-land-cover-clc90-switzerland' >CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries. Location data for Emissions released by non-industrial combustion plants are derived using CORINE Land Cover data.</p><p>&nbsp;</p>
InsertUpdate|DiffuseSources|AIR_PM10_NonIndustrialCombustion.TitleFull|en-GB|Particulate matter (PM10) emissions to air from non-industrial combustion plants (in tonnes per grid cell)
InsertUpdate|DiffuseSources|AIR_PM10_NonIndustrialCombustion.TitleShort|en-GB|PM10 emissions from non-industrial combustion plants, t/grid
InsertUpdate|DiffuseSources|AIR_PM10_RoadTransport.GeneralInformation|en-GB|<p>The map shows the diffuse emissions of particulate matter (PM10) to air from road transport of the EU27 and EFTA4 countries per 5x5 km<sup>2</sup> grid cell for the reference year 2008, available in 2010. Diffuse emissions of particulate matter (PM10) are expressed in tonnes per grid cell.</p>
InsertUpdate|DiffuseSources|AIR_PM10_RoadTransport.Methodology|en-GB|<h4>Geographic Information System (GIS) overlay</h4><p>Diffuse missions of particulate matter (PM10) to air from road transport are distributed according to the data reporting of the countries to the Convention on Long-Range Transport of Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>, using the road network density and traffic density (derived from TREMOVE and TRANS-TOOLS transport models) and the GISCO data set. The emission allocation into highway, rural and urban activities has been derived from the TREMOVE model. The emissions are allocated using GIS overlay techniques for distribution into grid cells with a spatial resolution of 5x5km&sup2;. The dataset is then transformed into vector polygons and projected into the E-PRTR WGS84 standard projection.</p><h4>Comparability</h4><p>Considerable spatial variation is apparent. The main reasons for the differences are:</p><ul><li>The emissions from road transport are dependent on the density of the road network</li><li>The emissions from road transport are allocated by road class-specific mileages of different vehicle categories</li><li>The emissions from road transport not covered by traffic volume are dependent from the population density</li></ul>
InsertUpdate|DiffuseSources|AIR_PM10_RoadTransport.SourceData|en-GB|<h4>Emissions data</h4><p>Emission data used are national totals including releases from passenger cars (NFR 1A3bi<em>)</em>, from light duty vehicles (NFR1A3bii), from heavy duty vehicles (NFR1A3biii), as well as from mopeds and motorcycles (NFR1A3biv) into air from road transport for the year 2008. These are based on data sets officially reported as national emission totals by countries to the Convention on Long-range Transboundary Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>). All emissions from transport sector are considered as diffuse emission sources in the E-PRTR Register.</p><h4>Activity data derived using transport models</h4><p><a href='http://www.tremove.org/model/index.htm' >TREMOVE</a>: road type and pollutant specific split factors</p><p><a href='http://energy.jrc.ec.europa.eu/transtools/' >TRANS-TOOLS</a>: road network and traffic density data</p><h4>Road network</h4><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/geodata/reference' >Eurostat, GISCO</a>: Road network from EuroRegional Map v31: Transport (TRANS)</p><h4>Population data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data/population-density-disaggregated-with-corine-land-cover-2000-2' >JRC Population density disaggregated with Corine land cover 2000 and 2006: </a>&nbsp;European Population Density Map 2000 and 2006</p><p>EUROSTAT GISCO - Statistical information on population data per&nbsp;administrative units (NUTS3 level)&nbsp;for Switzerland (publicly not available).</p><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/Population%20Distribution%20-%20Demography' >EUROSTAT GISCO</a> - Degree of Urbanization</p>
InsertUpdate|DiffuseSources|AIR_PM10_RoadTransport.TitleFull|en-GB|Particulate matter (PM10) emissions from road transport (in tonnes per grid cell)
InsertUpdate|DiffuseSources|AIR_PM10_RoadTransport.TitleShort|en-GB|PM10 emissions from road transport, t/grid
InsertUpdate|DiffuseSources|AIR_SOX_DomesticAviation.GeneralInformation|en-GB|<p>The map shows the diffuse emissions of sulphur dioxide (SO<sub>2</sub>) to air from domestic aviation (below an altitude of 1000m) of the EU27 and EFTA countries per 5x5 km<sup>2</sup> grid cell for the reference year 2008, available in 2010. The diffuse emissions of Sulphur dioxide (SO<sub>2</sub>) are expressed in tonnes per grid cell.</p>
InsertUpdate|DiffuseSources|AIR_SOX_DomesticAviation.Methodology|en-GB|<h4>Geographic Information System (GIS) overlay</h4><p>Emissions of Sulphur dioxide (SO<sub>2</sub>) to air from domestic aviation (below an altitude of 1000m) are distributed according to the reporting of the countries to the Convention on Long-Range Transport of Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>), using the location of airports (GISCO), land use information, and domestic landing and take-off cycles (GISCO). The emissions are allocated using GIS overlay techniques for distribution into grid cells with a spatial resolution of 5x5km&sup2;. The dataset is then transformed into vector polygons and projected into the E-PRTR WGS84 standard projection.</p><h4>Comparability</h4><p>Considerable spatial variation is apparent. The main reason for the difference is:</p><ul><li>The spatial pattern of emissions from domestic aviation is dependent on the spatial distribution of airports across Europe and their landing and take-off cycles</li></ul>
InsertUpdate|DiffuseSources|AIR_SOX_DomesticAviation.SourceData|en-GB|<h4>Emissions data</h4><p>Emission data used are national totals including the release from civil domestic aviation (NFR 1A3aii(i)LTO) to below an altitude of 1000 m for the year 2008.These&nbsp; are based on data sets officially reported as national emission totals by countries to the Convention on Long-range Transboundary Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>). Emissions data used for the gridding procedure of SO<sub>2</sub> are national totals from the CLRTAP Nomenclature For Reporting (NFR). All emissions from domestic aviation are considered as diffuse releases in the E-PRTR Register. Land use data</p><p><a href='http://www.eea.europa.eu/data-and-maps/data' >CORINE Land Cover data</a> (<a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2006-raster' >CLC<sub>2006</sub></a>, <a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2000-raster' >CLC<sub>2000</sub> </a>and <a href='http://www.bfs.admin.ch/bfs/portal/de/index/dienstleistungen/geostat/datenbeschreibung/corine_land_cover.parsys.0003.downloadList.34866.DownloadFile.tmp/clcbn85.zip' >CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries. Harbour location data are derived using CORINE Land Cover data (CLC<sub>2006</sub>, CLC<sub>2000</sub> class &ldquo;1.2.3: Port areas&rdquo;)</p><h4>Administrative boundaries data</h4><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/administrative_units_statistical_units_1' >EUROSTAT GISCO<strong> </strong>Administrative units and Statistical units</a><strong> </strong></p><h4>Airport location data</h4><p>Airport locations from <a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/transport_networks' >EUROSTAT GISCO transport networks</a> data (2009 geo data set on airports)</p><h4>Activity data of domestic aviation</h4><p>Activity data from <a href='http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=avia_tf_aca&amp;lang=en' >EUROSTAT</a> for 2008 on domestic LTO cycles at airports are used.</p><p>&nbsp;</p>
InsertUpdate|DiffuseSources|AIR_SOX_DomesticAviation.TitleFull|en-GB|Sulphur dioxide (SO2) emissions from domestic aviation (in tonnes per grid cell)
InsertUpdate|DiffuseSources|AIR_SOX_DomesticAviation.TitleShort|en-GB|SO2 emissions from domestic aviation, t/grid
InsertUpdate|DiffuseSources|AIR_SOX_DomesticShipping.GeneralInformation|en-GB|<p>The map shows the diffuse emissions of sulphur dioxide (SO<sub>2</sub>) to air from domestic shipping of the EU27 and EFTA4 countries per 5x5 km<sup>2</sup> grid cell for the reference year 2008, available in 2010. Diffuse emissions of sulphur dioxide (SO<sub>2</sub>) are expressed in tonnes per grid cell.</p>
InsertUpdate|DiffuseSources|AIR_SOX_DomesticShipping.Methodology|en-GB|<p>The map shows the diffuse emissions of sulphur dioxide (SO<sub>2</sub>) to air from domestic shipping of the EU27 and EFTA4 countries per 5x5 km<sup>2</sup> grid cell for the reference year 2008, available in 2010. Diffuse emissions of sulphur dioxide (SO<sub>2</sub>) are expressed in tonnes per grid cell. <strong></strong></p><p><strong>Diffuse Sources / Methodology:</strong></p><h4>Geographic Information System (GIS) overlay</h4><p>Emissions of sulphur dioxide (SO<sub>2</sub>) to air from domestic shipping are distributed according to the data reporting of the countries to the Convention on Long-Range Transport of Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>), using the location of the harbour from EUROSTAT (GISCO harbour location data), the land use information (from CORINE land cover), territorial waters,&nbsp; coastal shipping routes (spatial pattern),&nbsp; and navigable inland waterways. The emissions are allocated using GIS overlay techniques for distribution into grid cells with a spatial resolution of 5x5km&sup2;. The dataset is then transformed into vector polygons and projected into the E-PRTR WGS84 standard projection.</p><h4>Comparability</h4><p>Considerable spatial variation is apparent. The main reason for the difference is:</p><ul><li>The spatial pattern of emissions is dependent on the navigation routes and the spatial density of vessel traffic</li></ul>
InsertUpdate|DiffuseSources|AIR_SOX_DomesticShipping.SourceData|en-GB|<h4>Emissions data</h4><p>Emission data used are national totals including releases from National Navigation (NFR 1A3dii), Agriculture/Forestry/Fishing (NFR 1A4ciii) into air from domestic shipping for the year 2008. These are based on data sets officially reported as national emission totals by countries to the Convention on Long-range Transboundary Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>). All emissions from domestic shipping are considered as diffuse releases in the E-PRTR Register.</p><h4>Administrative boundaries data</h4><p><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/administrative_units_statistical_units_1' >EUROSTAT GISCO<strong> </strong>Administrative units and Statistical units</a>: <strong>&nbsp;Country boundaries and boundaries of administrative units (NUTS3)</strong></p><h4>Maritime boundaries and territorial waters data</h4><p><a href='http://www.vliz.be/vmdcdata/marbound/download.php' >VLIZ 2010 maritime boundaries geodatabase</a>, version 5<br /><a href='http://www.eea.europa.eu/data-and-maps/data/ds_resolveuid/0EB9645A-B3BF-4959-99C0-5241BF9C5035' >EEA maritime boundaries</a> (territorial waters)</p><h4>Harbour location data</h4><p>Ports location from <a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/gisco/popups/references/transport_networks' >EUROSTAT GISCO transport networks</a> data (2009 geo data set on ports)</p><h4>Activity data of domestic shipping</h4><p><a href='http://energy.jrc.ec.europa.eu/transtools/' >TRANS-TOOLS</a> river network traffic volume data <br /><a href='http://www.vnf.fr/vnf/img/cms/Tourisme_et_domaine/carte_france_europe_transport_deux_mille_onze_201101041502.pdf' >Voies Navigables d'Europe&nbsp;(VNE)</a> information on accessibility of inland waterways <br /><a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/eurostat/home/' >EUROSTAT</a> statistical information on harbour movements</p><h4>Land use data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data' >CORINE Land Cover data</a> (<a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2006-raster' >CLC<sub>2006</sub></a>, <a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2000-raster' >CLC<sub>2000</sub></a> and <a href='http://www.bfs.admin.ch/bfs/portal/de/index/dienstleistungen/geostat/datenbeschreibung/corine_land_cover.parsys.0003.downloadList.34866.DownloadFile.tmp/clcbn85.zip' >CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries. Considered Corine Land Cover <a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2000-clc2000-250-m-version-5-2005/' >classes</a> are classes a &ldquo;Water courses (511)&rdquo; and &ldquo;Water bodies (512)&rdquo;.</p>
InsertUpdate|DiffuseSources|AIR_SOX_DomesticShipping.TitleFull|en-GB|Sulphur dioxide (SO2) emissions from domestic shipping (in tonnes per grid cell)
InsertUpdate|DiffuseSources|AIR_SOX_DomesticShipping.TitleShort|en-GB|SO2 emissions from domestic shipping, t/grid
InsertUpdate|DiffuseSources|AIR_SOX_IndustrialReleases.GeneralInformation|en-GB|<p>The map shows sulphur dioxide (SO<sub>2</sub>) emissions to air from diffuse industrial releases of the EU27 and EFTA4 countries per 5x5 km<sup>2</sup> grid cell for the reference year 2008, available in 2010. Diffuse emissions of sulphur dioxide (SO<sub>2</sub>) are expressed in tonnes per grid cell.</p>
InsertUpdate|DiffuseSources|AIR_SOX_IndustrialReleases.Methodology|en-GB|<h4>Geographic Information System (GIS) overlay</h4><p>Diffuse emissions of sulphur dioxide (SO<sub>2</sub>) to air from industrial releases have been distributed according to the reporting of the countries to the Convention on Long-Range Transport of Air Pollution (CLRTAP), and to the E-PRTR, using the location of the emission sources, employment statistics, and land use information. The emissions are allocated using GIS overlay techniques for distribution into grid cells with a spatial resolution of 5x5km&sup2;.The dataset is then transformed into vector polygons and projected into the E-PRTR WGS84 standard projection.</p><h4>Comparability</h4><p>Considerable spatial variation is apparent. The main reason for the difference is:</p><ul><li>The spatial pattern of emissions is dependent on distribution of industrial sources across Europe, their spatial density and the level of their activities.</li><li>The spatial variation is linked to the allocation of population per activity branch on a regional level.</li></ul>
InsertUpdate|DiffuseSources|AIR_SOX_IndustrialReleases.SourceData|en-GB|<p>Sulphur dioxide (SO<sub>2</sub>) emissions to air from industrial releases (industrial and energy processes, waste and wastewater management) for the year 2008 are based on data sets officially reported as national emission totals by countries to the Convention on Long-range Transboundary Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>) including diffuse and non-diffuse emissions, and&nbsp; on the data reported to the E-PRTR data base. A subtraction method (CLRTAP data minus E-PRTR data) is applied to identify and quantify the diffuse part of the industrial emissions.</p><h4>Employment data</h4><p>Employment statistic data from <a href='http://epp.eurostat.ec.europa.eu/portal/page/portal/eurostat/home/' >EUROSTAT</a> for 2008 (economically active employees distinguished by activity branch)</p><h4>Facility data</h4><p><a href='http://prtr.ec.europa.eu/' >European Pollutant Release and Transfer Register (E-PRTR)</a> data base for the reporting years 2007 and 2008</p><h4>Land use data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data' >CORINE Land Cover data</a> (<a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2006-raster' >CLC<sub>2006</sub></a>, <a href='http://www.eea.europa.eu/data-and-maps/data/corine-land-cover-2000-clc2000-seamless-vector-database-2' >CLC<sub>2000</sub></a> and <a href='http://www.bfs.admin.ch/bfs/portal/de/index/dienstleistungen/geostat/datenbeschreibung/corine_land_cover.parsys.0003.downloadList.34866.DownloadFile.tmp/clcbn85.zip' >CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries. Location data for diffuse emissions released by industrial activities, not covered by the E-PRTR Regulation, are derived using CORINE Land Cover data classes &ldquo;1.2.1. Industrial or commercial units&rdquo;, &ldquo;1.1.1 Continuous urban fabric&rdquo;, &ldquo;1.1.2 Discontinuous urban fabric&rdquo;, and &ldquo;1.2.1 Industrial or commercial units&rdquo;.</p>
InsertUpdate|DiffuseSources|AIR_SOX_IndustrialReleases.TitleFull|en-GB|Sulphur dioxide (SO2) emissions from diffuse industrial releases in (in tonnes per grid cell)
InsertUpdate|DiffuseSources|AIR_SOX_IndustrialReleases.TitleShort|en-GB|SO2 emissions from diffuse industrial releases, t/grid
InsertUpdate|DiffuseSources|AIR_SOX_InternationalShipping.GeneralInformation|en-GB|<p>The map shows the diffuse emissions of sulphur dioxide (SO<sub>2</sub>) to air from international shipping of the EU27 and EFTA4 countries per 5x5 km<sup>2</sup> grid cell for the reference year 2008, available in 2010. Diffuse emissions of sulphur dioxide (SO<sub>2</sub>) are expressed in tonnes per grid cell. <strong></strong></p>
InsertUpdate|DiffuseSources|AIR_SOX_InternationalShipping.Methodology|en-GB|<h4>Geographic Information System (GIS) overlay</h4><p>Emissions of sulphur dioxide (SO<sub>2</sub>) to air from international shipping are distributed according to the data reporting of the countries to the Convention on Long-Range Transport of Air Pollution (<a href='http://www.eea.europa.eu/data-and-maps/data/national-emissions-reported-to-the-convention-on-long-range-transboundary-air-pollution-lrtap-convention-4' >CLRTAP</a>),&nbsp; using the location of the harbours (GISCO), land use information (CORINE), information on the spatial pattern of coastal, international shipping routes and on navigable inland waterways. The emissions are allocated using GIS overlay techniques for distribution into grid cells with a spatial resolution of 5x5km&sup2;. The dataset is then transformed into vector polygons and projected into the E-PRTR WGS84 standard projection.</p><h4>Comparability</h4><p>Considerable spatial variation is apparent. The main reason for the difference is:</p><ul><li>The spatial pattern of emissions is dependent on the international navigation route and/or on inland water ways and the spatial density of vessel traffic</li></ul>
